预测日期,数据截至日期,预测状态,预测股票代码,预测股票名称,预测所属行业,预测排名,预测得分,风险过滤后候选数,未过滤前50数
2026-07-30,2026-07-30,已生成,001221,悍高集团,,1,9.5,1,50
