评分排名,股票代码,股票名称,所属行业,得分,序号,满足条件,未满足条件（扣分项）,数据日期,收盘价,MA5,MA20,MA5上行,前20日平台最高价,平台突破幅度（%）,收盘突破前20日平台,RSI14,"KDJ_K(89,3,3)","KDJ_D(89,3,3)","KDJ_J(89,3,3)",最近MACD金叉日期,最近MACD金叉距今交易日数,最近KDJ健康金叉日期,最近KDJ健康金叉距今交易日数（0=当日）,KDJ金叉且状态良好,量比,当日成交额,换手率,估算流通市值（亿元）,当日涨跌幅,振幅,BIAS20,上影线比例,近3日十字星,近3日倒T字星,近3日吊颈线,近3日长上影阳线,近3日极端大阳线,收盘日内位置（%）,收盘位于日内高位,60日最高价,数据来源
11,002565,顺灏股份,C 制造业,7.5,1060,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；日成交额≥1亿元；涨幅3.2-10.1%",放量（量比1.4-2.7）（-1分）；换手率5.2-7%（-1分）,2026-08-06,9.88,9.186,9.1705,True,11.74,-15.843270868824527,False,48.97510575197046,10.250436534893248,7.879841692485916,14.991626219707916,2026-07-27,8.0,2026-08-03,3.0,True,3.4111120592425506,1464311400.0000002,13.88,105.49793948126802,4.439746300211422,10.042283298097242,7.736764625701982,55.7894736842105,False,False,False,True,False,44.2105263157895,False,20.78,腾讯前复权日K回退（成交额、换手率已提供）
12,002328,新朋股份,C 制造业,7.5,842,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,7.06,6.81,6.6705,True,7.8,-9.487179487179489,False,52.346255719890905,12.931222883816332,10.805664132848198,17.1823403857526,2026-07-28,7.0,2026-07-29,6.0,True,2.1614228315225414,391003800.0,9.69,40.351269349845204,2.023121387283222,5.635838150289012,5.839142493066486,48.71794871794886,False,False,False,True,False,51.28205128205114,False,10.84,腾讯前复权日K回退（成交额、换手率已提供）
13,002887,绿茵生态,N 公共环保,7.5,1351,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；换手率5.2-7%（-1分）",2026-08-06,10.76,9.968,9.8015,True,11.08,-2.8880866425992804,False,58.180922184932804,19.151819170604437,14.486282687096505,28.482892137620297,2026-07-21,12.0,2026-08-04,2.0,True,2.1235408673749023,116725800.0,5.03,23.205924453280314,5.180840664711628,10.459433040078203,9.779115441514042,40.186915887850425,False,False,False,True,False,59.813084112149575,False,15.7,腾讯前复权日K回退（成交额、换手率已提供）
14,001378,德冠新材,C 制造业,7.5,513,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；换手率5.2-7%（-1分）",2026-08-06,19.59,17.692,17.822499999999998,True,21.63,-9.431345353675447,False,59.919459562593524,37.34280089931127,25.15833810726615,61.71172648340151,2026-08-04,2.0,2026-08-03,3.0,True,2.094282241536263,157014300.0,9.77,16.071064483111567,9.994385176866928,9.938236945536213,9.917239444522385,0.0,False,False,False,False,True,100.0,True,22.08,腾讯前复权日K回退（成交额、换手率已提供）
15,002992,宝明科技,C 制造业,7.5,1446,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,35.94,33.727999999999994,34.779,True,42.11,-14.652101638565664,False,48.892668590590404,12.883440958189306,8.459219110268025,21.73188465403187,2026-08-05,1.0,2026-08-04,2.0,True,2.0886955012044535,138666100.0,2.46,56.36833333333333,-0.6907985631389835,4.365846919038404,3.3382213404640564,47.4683544303798,False,False,False,True,True,52.5316455696202,False,50.96,腾讯前复权日K回退（成交额、换手率已提供）
16,000712,锦龙股份,J 金融业,7.5,229,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；换手率5.2-7%,"RSI区间[46.2, 56.5]（-1分）；涨幅3.2-10.1%（-1分）",2026-08-06,9.51,9.208,8.629999999999999,True,9.81,-3.0581039755351753,False,60.49758141454014,28.123599451143985,21.066482756800536,42.23783283983088,2026-07-20,13.0,2026-07-30,5.0,True,1.9813379337517854,553159000.0,6.47,85.49598145285935,-3.0581039755351758,3.2619775739041823,10.196987253765943,37.49999999999972,False,False,False,False,True,25.0,False,11.7,腾讯前复权日K回退（成交额、换手率已提供）
17,002826,易明医药,C 制造业,7.5,1294,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；换手率5.2-7%（-1分）",2026-08-06,18.15,16.666,16.2875,True,17.59,3.18362706083001,True,63.838520150612446,32.601784128349344,24.72437349188033,48.35660540128737,2026-08-03,3.0,2026-07-31,4.0,True,1.962577306575792,108308700.00000001,3.37,32.139080118694366,9.999999999999986,10.666666666666655,11.435149654643114,0.0,False,False,False,True,True,100.0,True,19.84,腾讯前复权日K回退（成交额、换手率已提供）
18,002788,鹭燕医药,F 批发零售,7.5,1260,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,10.82,10.616,10.3215,True,12.31,-12.103980503655567,False,55.270882786610315,14.99544071641887,12.822502207200728,19.341317734855153,2026-07-30,5.0,2026-07-29,6.0,True,1.9018446375966578,349454500.0,8.47,41.25791027154663,0.5576208178438735,5.483271375464683,4.829724361769122,49.15254237288123,False,False,False,True,False,50.84745762711877,False,14.92,腾讯前复权日K回退（成交额、换手率已提供）
19,000510,新金路,C 制造业,7.5,96,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,16.11,14.74,15.533000000000001,True,20.15,-20.049627791563275,False,48.183722423055464,16.501686106660166,13.013279952580428,23.478498414819644,2026-08-05,1.0,2026-08-05,1.0,True,1.8101577991980555,1442022200.0,14.59,98.83633995887594,-0.062034739454108756,5.831265508684861,3.7146719886692727,63.82978723404236,True,False,False,False,True,29.78723404255314,False,27.85,腾讯前复权日K回退（成交额、换手率已提供）
20,002361,神剑股份,C 制造业,7.5,872,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,11.7,10.693999999999999,10.118,True,12.86,-9.020217729393469,False,54.056712743158435,17.727508216365553,13.356434741325709,26.469655166445246,2026-07-28,7.0,2026-08-03,3.0,True,1.761504052592859,2631122800.0000005,27.42,95.95633843909557,2.5416301489921134,8.588957055214728,15.635501087171367,61.224489795918494,False,False,False,True,True,38.77551020408151,False,21.2,腾讯前复权日K回退（成交额、换手率已提供）
21,001400,江顺科技,C 制造业,7.5,527,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；换手率5.2-7%（-1分）",2026-08-06,76.49,71.28,74.074,True,108.97,-29.80636872533725,False,45.279091414621334,11.454876358201693,8.797067155985632,16.770494762633813,2026-08-03,3.0,2026-08-03,3.0,True,1.7480275609807965,248443200.0,7.11,34.94278481012658,4.380458515283836,6.891375545851525,3.2616032616032573,24.554455445544747,True,False,False,True,False,75.44554455445524,True,142.57,腾讯前复权日K回退（成交额、换手率已提供）
22,002967,广电计量,M 科研服务,7.5,1422,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,17.39,17.29,16.910999999999998,True,18.88,-7.891949152542364,False,50.2182104424872,19.62079612231362,16.40692267718687,26.048543012567123,2026-07-30,5.0,2026-07-29,6.0,True,1.7425033672818355,129931400.0,1.34,96.96373134328358,0.0,3.795284646348477,2.832475903258251,48.48484848484852,False,False,False,True,False,12.121212121212398,False,23.0,腾讯前复权日K回退（成交额、换手率已提供）
23,000060,中金岭南,C 制造业,7.5,38,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,6.59,6.481999999999999,6.295,True,6.8,-3.0882352941176463,False,50.36822926757871,22.358627144839634,20.27241907549687,26.531043283525165,2026-07-27,8.0,2026-08-04,2.0,True,1.6832952997440334,1455532500.0,4.93,295.23985801217043,-1.788375558867361,4.470938897168403,4.686258935663224,3.3333333333335604,False,False,False,False,False,36.6666666666665,False,8.86,腾讯前复权日K回退（成交额、换手率已提供）
24,002738,中矿资源,C 制造业,7.5,1220,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,52.95,49.736000000000004,48.837,True,57.22,-7.462425725270877,False,52.63383716248103,15.873260919220845,13.027341148285187,21.56510046109216,2026-07-27,8.0,2026-08-03,3.0,True,1.6501314445130741,1959672000.0,5.19,377.58612716763,2.6958882854926314,4.325058184639262,8.4218932366853,53.36322869955137,False,False,False,True,False,46.63677130044863,False,85.38,腾讯前复权日K回退（成交额、换手率已提供）
25,002386,天原股份,C 制造业,7.5,897,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,5.92,5.851999999999999,5.7375,True,5.94,-0.33670033670034444,False,54.3490343427332,22.464188738029538,20.54228611637954,26.30799398132954,2026-07-29,6.0,2026-07-29,6.0,True,1.5601024800392524,132464900.0,1.72,77.01447674418606,1.1965811965811923,3.247863247863255,3.180827886710241,42.10526315789469,False,False,False,True,False,57.89473684210531,False,6.61,腾讯前复权日K回退（成交额、换手率已提供）
26,000795,英洛华,C 制造业,7.5,280,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,8.64,8.547999999999998,8.336500000000001,True,8.9,-2.921348314606739,False,52.235774423791426,26.349747590545324,22.14916719487525,34.75090838188547,2026-07-29,6.0,2026-07-29,6.0,True,1.4828111944179247,159774700.0,1.65,96.83315151515151,0.0,3.0092592592592773,3.6406165657050273,61.53846153846122,True,False,False,False,False,38.46153846153877,False,10.18,腾讯前复权日K回退（成交额、换手率已提供）
27,002940,昂利康,C 制造业,7.5,1398,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,25.68,25.096,25.629,True,31.5,-18.476190476190478,False,47.51899834044437,9.134228155984575,7.1614268877442955,13.079830692465135,2026-08-03,3.0,2026-08-03,3.0,True,1.4520594236992943,344085700.0,7.24,47.525649171270715,0.430191630817367,2.9722330856472348,0.19899332787076504,26.315789473684188,False,False,False,False,False,47.368421052631625,False,45.5,腾讯前复权日K回退（成交额、换手率已提供）
28,002973,侨银股份,N 公共环保,7.5,1428,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；换手率5.2-7%（-1分）",2026-08-06,10.99,9.774000000000001,9.6095,True,10.7,2.7102803738317847,True,62.64109801643049,23.15238177708659,13.729783266694502,41.99757879787076,2026-07-31,4.0,2026-08-03,3.0,True,1.4225219645886003,131996600.0,3.88,34.01974226804124,10.010010010010006,9.709709709709715,14.365991987096097,0.0,False,False,False,True,True,100.0,True,14.3,腾讯前复权日K回退（成交额、换手率已提供）
29,001266,宏英智能,C 制造业,7.5,455,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,34.25,32.288,32.6505,True,43.0,-20.348837209302324,False,46.394338270858796,21.438384230981242,17.846464382288342,28.622223928367042,2026-08-03,3.0,2026-08-04,2.0,True,1.4128857450374566,179541100.0,9.08,19.773248898678414,1.9345238095238138,4.791666666666665,4.898853003782481,22.360248447204942,False,False,False,False,True,77.63975155279506,True,56.16,腾讯前复权日K回退（成交额、换手率已提供）
30,002709,天赐材料,C 制造业,7.5,1194,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；日成交额≥1亿元；换手率5.2-7%",放量（量比1.4-2.7）（-1分）；涨幅3.2-10.1%（-1分）,2026-08-06,39.25,37.418,36.9685,True,44.5,-11.797752808988763,False,47.21762961658517,16.579653136155667,13.94840710539824,21.842145197670515,2026-07-28,7.0,2026-08-04,2.0,True,1.262650481350312,3049602000.0,5.2,586.4619230769231,0.512163892445594,2.5608194622279132,6.171470305800888,10.000000000000142,False,False,False,False,False,89.99999999999986,True,60.4,腾讯前复权日K回退（成交额、换手率已提供）
