评分排名,股票代码,股票名称,所属行业,得分,序号,满足条件,未满足条件（扣分项）,数据日期,收盘价,MA5,MA20,MA5上行,前20日平台最高价,平台突破幅度（%）,收盘突破前20日平台,RSI14,"KDJ_K(89,3,3)","KDJ_D(89,3,3)","KDJ_J(89,3,3)",最近MACD金叉日期,最近MACD金叉距今交易日数,最近KDJ健康金叉日期,最近KDJ健康金叉距今交易日数（0=当日）,KDJ金叉且状态良好,量比,当日成交额,换手率,估算流通市值（亿元）,当日涨跌幅,振幅,BIAS20,上影线比例,近3日十字星,近3日倒T字星,近3日吊颈线,近3日长上影阳线,近3日极端大阳线,收盘日内位置（%）,收盘位于日内高位,60日最高价,数据来源
30,002534,西子洁能,C 制造业,7.5,1028,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；日成交额≥1亿元；涨幅3.2-10.1%",放量（量比1.4-2.7）（-1分）；换手率5.2-7%（-1分）,2026-08-04,14.75,13.813999999999998,14.582500000000001,True,18.6,-20.698924731182803,False,46.88057622721637,18.86192488026145,13.633142895999503,29.319488848785344,2026-07-31,2.0,2026-07-30,3.0,True,0.980087996860833,340012000.0,2.84,119.7225352112676,4.53579021970234,7.370659107016307,1.148637064975132,20.192307692307757,False,False,False,True,False,79.80769230769225,True,22.49,腾讯前复权日K回退（成交额、换手率已提供）
31,001326,联域股份,C 制造业,7.5,490,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；换手率5.2-7%；涨幅3.2-10.1%",放量（量比1.4-2.7）（-1分）；日成交额≥1亿元（-1分）,2026-08-04,51.66,45.968,48.6485,True,59.7,-13.467336683417095,False,50.85819862856627,17.36648205322697,12.926679339590715,26.24608748049948,2026-08-03,1.0,2026-08-03,1.0,True,0.9757680657723928,68780600.0,5.82,11.817972508591065,10.008517887563873,10.775127768313448,6.190324470435878,0.0,False,False,False,False,True,100.0,True,75.5,腾讯前复权日K回退（成交额、换手率已提供）
32,000925,众合科技,C 制造业,7.5,363,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；日成交额≥1亿元；涨幅3.2-10.1%",放量（量比1.4-2.7）（-1分）；换手率5.2-7%（-1分）,2026-08-04,7.5,7.118,7.259,True,9.28,-19.181034482758616,False,49.20034035287447,18.230021594448363,15.139789017579766,24.410486748185562,2026-07-31,2.0,2026-07-28,5.0,True,0.7441476534557917,150974700.0,3.03,49.82663366336634,3.5911602209944826,3.7292817679557952,3.32001653120264,7.407407407407261,False,False,False,False,False,92.59259259259274,True,11.83,腾讯前复权日K回退（成交额、换手率已提供）
33,002036,联创电子,C 制造业,7.5,565,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；日成交额≥1亿元；换手率5.2-7%",放量（量比1.4-2.7）（-1分）；涨幅3.2-10.1%（-1分）,2026-08-04,7.09,6.974000000000001,6.7615,False,7.95,-10.817610062893085,False,49.75006405645058,20.223942424904106,17.49426245633475,25.683302362042816,2026-07-21,5.0,2026-07-20,6.0,True,0.7180557456049023,428200500.0,5.72,74.86022727272729,3.052325581395343,7.558139534883715,4.858389410633735,48.076923076923116,False,False,False,True,False,51.923076923076884,False,10.93,腾讯前复权日K回退（成交额、换手率已提供）
34,001256,炜冈科技,C 制造业,7.0,449,站上5日线；站上20日线；MACD多头；放量（量比1.4-2.7）；日成交额≥1亿元；换手率5.2-7%；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；KDJ金叉距今0-6个交易日且状态良好（-1.5分）",2026-08-04,25.77,23.27,24.0345,True,30.8,-16.331168831168835,False,57.41609368974941,27.59169821407926,21.343482207723913,40.08813022678995,,,,,False,2.1945876582206396,146011300.0,5.41,26.98914972273567,8.459595959595955,11.111111111111112,7.220869999375889,14.01515151515155,True,False,False,False,True,85.98484848484846,True,33.0,腾讯前复权日K回退（成交额、换手率已提供）
35,002693,双成药业,C 制造业,7.0,1179,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%",KDJ金叉距今0-6个交易日且状态良好（-1.5分）；换手率5.2-7%（-1分）,2026-08-04,9.67,8.798,9.244499999999999,True,11.0,-12.090909090909092,False,56.42816595912131,29.272665941059113,25.02561910599445,37.766759611188434,,,,,False,2.105122022410196,280735000.0,7.12,39.429073033707866,10.011376564277597,8.987485779294644,4.60273676239928,0.0,False,False,False,False,True,100.0,True,12.43,腾讯前复权日K回退（成交额、换手率已提供）
36,002009,天奇股份,C 制造业,7.0,540,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%",KDJ金叉距今0-6个交易日且状态良好（-1.5分）；换手率5.2-7%（-1分）,2026-08-04,18.09,16.846,16.787,True,21.27,-14.950634696755994,False,52.63040233847555,16.484561312707818,12.752855764398499,23.947972409326457,2026-07-28,5.0,2026-07-21,10.0,True,2.0347410564380732,468766800.0,7.48,62.66935828877005,5.604203152364273,9.165207238762408,7.761958658485739,30.573248407643334,False,False,False,True,False,69.42675159235667,False,29.91,腾讯前复权日K回退（成交额、换手率已提供）
37,002329,皇氏集团,C 制造业,7.0,842,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%",KDJ金叉距今0-6个交易日且状态良好（-1.5分）；换手率5.2-7%（-1分）,2026-08-04,3.31,3.162,3.2350000000000003,True,3.61,-8.31024930747922,False,52.976112848130484,26.50461666497829,25.933454364563726,27.64694126580742,,,,,False,1.929905904396849,331752699.99999994,15.5,21.403399999999994,6.430868167202575,10.28938906752411,2.3183925811437316,34.37499999999998,False,False,False,False,False,65.62500000000003,False,4.92,腾讯前复权日K回退（成交额、换手率已提供）
38,002888,惠威科技,C 制造业,7.0,1351,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；放量（量比1.4-2.7）；换手率5.2-7%；涨幅3.2-10.1%",KDJ金叉距今0-6个交易日且状态良好（-1.5分）；日成交额≥1亿元（-1分）,2026-08-04,16.63,15.89,16.1755,True,20.43,-18.600097895252084,False,47.17357457291234,20.73660055766971,17.704867491038545,26.80006669093204,2026-07-30,3.0,2026-07-23,8.0,True,1.5037146137018345,68681900.0,5.56,12.352859712230217,5.253164556962009,7.468354430379745,2.8098049519334762,29.661016949152668,False,False,False,False,False,70.33898305084733,True,25.61,腾讯前复权日K回退（成交额、换手率已提供）
39,002757,南兴股份,C 制造业,7.0,1233,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%",KDJ金叉距今0-6个交易日且状态良好（-1.5分）；换手率5.2-7%（-1分）,2026-08-04,17.42,16.298,16.2845,True,18.78,-7.241746538871135,False,52.25261178716521,14.143852203702016,11.140450300394653,20.15065601031674,2026-07-24,7.0,2026-07-21,10.0,True,1.4819621115115007,491565700.0,10.07,48.814865938430984,4.561824729891972,3.961584633853521,6.972888329392983,24.24242424242385,True,False,False,True,False,75.75757575757615,True,32.6,腾讯前复权日K回退（成交额、换手率已提供）
