序号,股票代码,股票名称,得分,满足条件,未满足条件（扣分项）,数据日期,收盘价,MA5,MA20,MA5上行,前20日平台最高价,平台突破幅度（%）,收盘突破前20日平台,RSI14,"KDJ_K(89,3,3)","KDJ_D(89,3,3)","KDJ_J(89,3,3)",最近MACD金叉日期,最近MACD金叉距今交易日数,最近KDJ健康金叉日期,最近KDJ健康金叉距今交易日数（0=当日）,KDJ金叉且状态良好,量比,当日成交额,换手率,估算流通市值（亿元）,当日涨跌幅,振幅,BIAS20,上影线比例,近3日十字星,近3日倒T字星,近3日吊颈线,近3日长上影阳线,近3日极端大阳线,收盘日内位置（%）,收盘位于日内高位,60日最高价,数据来源
1459,003007,直真科技,9.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；换手率5.2-7%；涨幅3.2-10.1%",无,2026-08-04,37.65,34.326,34.776500000000006,True,40.65,-7.380073800738007,False,56.029215582684145,18.697078969073406,13.947227486466842,28.196781934286538,2026-07-31,2.0,2026-07-31,2.0,True,2.0632574921551883,160140800.0,5.92,27.05081081081081,6.446140797285849,7.039864291772695,8.262763647865635,13.654618473895708,False,False,False,False,False,86.34538152610429,True,56.97,腾讯前复权日K回退（成交额、换手率已提供）
1168,002681,奋达科技,8.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；换手率5.2-7%",涨幅3.2-10.1%（-1分）,2026-08-04,4.72,4.4879999999999995,4.539499999999999,True,5.26,-10.266159695817493,False,53.629941519337905,27.90958967993681,20.829570075053038,42.069628889704354,2026-08-03,1.0,2026-07-31,2.0,True,1.826219216574213,424250199.99999994,5.74,73.91118466898953,-0.8403361344537785,4.621848739495793,3.976208833571987,4.545454545454454,False,False,False,True,True,40.90909090909089,False,5.96,腾讯前复权日K回退（成交额、换手率已提供）
960,002456,欧菲光,8.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%",换手率5.2-7%（-1分）,2026-08-04,7.73,7.276000000000001,7.708,True,9.99,-22.62262262262262,False,48.01819417430032,20.06794201688933,13.96501302018948,32.27380001028902,2026-08-03,1.0,2026-07-29,4.0,True,1.8197605924678053,1111562700.0,4.41,252.05503401360542,5.1700680272108945,6.938775510204079,0.28541774779450235,19.60784313725484,False,False,False,True,False,80.39215686274515,True,10.22,腾讯前复权日K回退（成交额、换手率已提供）
560,002031,巨轮智能,8.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；换手率5.2-7%",涨幅3.2-10.1%（-1分）,2026-08-04,5.25,4.966,4.949,True,6.18,-15.048543689320384,False,52.021756402763124,14.897610262068445,10.94282682768272,22.807177130839893,2026-07-29,4.0,2026-07-27,6.0,True,1.440564244393427,593054300.0,5.98,99.17295986622072,0.7677543186180413,4.030710172744721,6.0820367751060855,14.285714285714407,False,False,False,False,False,85.7142857142856,True,8.8,腾讯前复权日K回退（成交额、换手率已提供）
871,002361,神剑股份,7.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；日成交额≥1亿元；涨幅3.2-10.1%",放量（量比1.4-2.7）（-1分）；换手率5.2-7%（-1分）,2026-08-04,11.1,9.684000000000001,10.108,True,12.88,-13.819875776397522,False,50.06355879816539,12.226314142315827,9.175451371706377,18.328039683534726,2026-07-28,5.0,2026-08-03,1.0,True,3.9976690941617656,2492414100.0,28.65,86.99525654450262,10.009910802775025,9.415262636273532,9.814008705975455,0.0,False,False,False,False,True,100.0,True,22.64,腾讯前复权日K回退（成交额、换手率已提供）
1181,002695,煌上煌,7.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元",换手率5.2-7%（-1分）；涨幅3.2-10.1%（-1分）,2026-08-04,10.34,9.87,9.565000000000001,True,10.81,-4.347826086956527,False,55.39371961822969,40.77462892393613,31.903210596961774,58.51746557788484,2026-07-30,3.0,2026-07-27,6.0,True,2.3393091246555007,388663200.0,7.17,54.206861924686194,-3.4547152194211117,6.816059757236214,8.102456874019847,8.21917808219162,False,False,False,False,True,17.808219178082087,False,13.3,腾讯前复权日K回退（成交额、换手率已提供）
1382,002923,润都股份,7.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%",MACD多头（-1分）；换手率5.2-7%（-1分）,2026-08-04,10.88,10.472,10.686499999999999,True,12.14,-10.378912685337724,False,53.94091928001696,15.640415833699379,14.849828560981484,17.22159037913517,,,2026-08-04,0.0,True,1.920328545749017,141186200.0,5.02,28.124741035856577,3.7178265014299328,6.387035271687321,1.8106957376128952,59.70149253731323,False,False,False,True,False,40.29850746268677,False,13.35,腾讯前复权日K回退（成交额、换手率已提供）
1110,002620,*ST瑞和,7.5,"站上5日线；站上20日线；RSI区间[46.2, 56.5]；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；涨幅3.2-10.1%",日成交额≥1亿元（-1分）；换手率5.2-7%（-1分）,2026-08-04,5.14,4.6579999999999995,4.706,True,5.66,-9.187279151943471,False,54.01947161490627,12.251867215177953,8.970150237240938,18.81530117105198,2026-07-28,5.0,2026-07-27,6.0,True,1.8568048854392465,65904900.0,4.03,16.353573200992557,4.259634888438124,7.302231237322522,9.222269443263901,61.111111111111235,False,False,False,True,True,38.888888888888765,False,10.89,腾讯前复权日K回退（成交额、换手率已提供）
738,002217,ST合力泰,7.5,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；换手率5.2-7%（-1分）",2026-08-04,1.55,1.4659999999999997,1.487,True,1.87,-17.112299465240643,False,43.563374673144445,4.618990511722298,3.158865026403998,7.539241482358896,2026-07-21,10.0,2026-07-31,2.0,True,1.8210082293218481,404860400.0,3.58,113.08949720670391,4.729729729729737,10.135135135135144,4.236718224613312,46.666666666666664,False,False,False,False,False,53.333333333333336,False,3.76,腾讯前复权日K回退（成交额、换手率已提供）
872,002362,汉王科技,7.5,站上5日线；站上20日线；MACD多头；KDJ金叉距今0-6个交易日且状态良好；放量（量比1.4-2.7）；日成交额≥1亿元；涨幅3.2-10.1%,"RSI区间[46.2, 56.5]（-1分）；换手率5.2-7%（-1分）",2026-08-04,16.13,15.345999999999998,14.733499999999998,True,15.69,2.80433397068196,True,60.079439535694235,23.201991603553676,16.93765625138054,35.73066230789994,2026-07-22,9.0,2026-07-27,6.0,True,1.7600623284512364,126305300.0,3.79,33.32593667546174,3.4637588197562463,5.323925593329069,9.478399565615785,34.93975903614482,False,False,False,True,False,65.06024096385518,False,21.16,腾讯前复权日K回退（成交额、换手率已提供）
