序号,股票代码,股票名称,所属行业,数据来源,缓存命中,数据日期,收盘价,MA5,MA20,站上MA5,站上MA20,MA5高于MA20,MA5上行,前20日平台最高价,平台突破幅度（%）,收盘突破前20日平台,RSI14,MACD_DIF,MACD_DEA,MACD柱,MACD多头,MACD空头,MACD金叉,MACD死叉,最近MACD金叉日期,最近MACD金叉距今交易日数,"KDJ_K(89,3,3)","KDJ_D(89,3,3)","KDJ_J(89,3,3)",KDJ金叉,KDJ死叉,最近KDJ健康金叉日期,最近KDJ健康金叉距今交易日数（0=当日）,KDJ金叉且状态良好,当日成交量,5日均量,量比,放量,当日成交额,换手率,估算流通市值（亿元）,当日涨跌幅,振幅,BIAS20,上影线比例,收盘日内位置（%）,收盘位于日内高位,60日最高价,触及60日高点压力,近3日十字星,近3日倒T字星,近3日吊颈线,近3日长上影阳线,近3日极端大阳线
11,000016,*ST康佳A,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,2.58,2.5439999999999996,2.498,True,True,True,True,2.78,-7.1942446043165384,False,51.28898424584828,-0.027424995692256537,-0.056173448586110425,0.057496905787707775,True,False,False,False,,,27.34553099759655,25.73020331939232,30.57618635400501,False,False,,,False,156353.0,176755.0,0.8845746937851828,False,40103300.0,0.98,40.92173469387755,0.3891050583657574,1.9455252918287869,3.2826261008806985,19.999999999999645,80.00000000000036,True,3.64,False,True,False,False,False,False
12,000017,深中华A,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,6.07,5.996,5.8045,True,True,True,True,6.67,-8.995502248875557,False,57.47118657703514,0.09055001967928611,0.048117923582831526,0.08486419219290917,True,False,False,False,2026-07-28,5.0,49.77023034784645,45.000659410872835,59.30937222179368,False,False,,,False,70856.0,102950.4,0.6882537610344399,False,43067299.99999999,1.61,26.74987577639751,0.4966887417218624,1.986754966887419,4.57403738478767,41.66666666666648,41.666666666667226,False,6.67,False,False,False,False,False,False
13,000019,深粮控股,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,6.11,6.106,6.006500000000001,True,True,True,True,6.21,-1.6103059581320394,False,52.864633804947644,0.00015847824167725122,-0.03491611849160822,0.07014919346657095,True,False,False,False,,,18.889636136837176,17.487240236964187,21.694427936583153,False,False,2026-07-29,4.0,True,64613.0,55822.8,1.1574661249525282,False,39642500.0,1.55,25.575806451612902,-1.132686084142387,2.2653721682847987,1.7231332722883452,50.0,14.285714285714556,False,7.58,False,False,False,False,False,False
14,000020,深华发Ａ,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,10.85,10.58,10.2485,True,True,True,True,10.94,-0.8226691042047519,False,54.714422102123606,-0.18477948208659178,-0.36333153763655096,0.35710411109991835,True,False,False,False,2026-07-23,8.0,14.319594853659178,10.028886966513491,22.90101062795055,False,False,2026-07-21,10.0,True,47347.0,39983.8,1.1841545826059554,False,51421000.0,2.61,19.70153256704981,0.27726432532346745,2.2181146025878022,5.869151583158508,45.83333333333305,41.66666666666648,False,14.93,False,False,False,False,False,False
15,000021,深科技,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,36.54,36.97,43.1485,False,False,False,False,61.86,-40.93113482056256,False,41.100367935633955,-2.9588266673012455,-2.017135839161197,-1.883381656280097,False,True,False,False,,,28.71191113511426,32.07255786839018,21.99061766856242,False,False,,,False,1305718.0,1614390.8,0.8087992077259112,False,4686872300.0,8.29,565.3645717732209,5.882352941176472,6.954505940307154,-15.315712017798996,15.41666666666657,84.58333333333343,True,66.2,False,False,False,False,False,False
16,000025,特 力Ａ,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,15.54,15.26,14.008000000000001,True,True,True,True,15.98,-2.753441802252824,False,64.62005594657043,0.30886436293778274,0.03609703481159621,0.5455346562523731,True,False,False,False,2026-07-16,13.0,64.93082324611841,53.55272465457165,87.68702042921194,False,False,,,False,114418.0,117718.2,0.9719652526117457,False,176494199.99999997,2.91,60.650927835051526,-0.8296107211231751,3.190810465858328,10.936607652769831,32.00000000000003,67.99999999999997,False,16.28,False,True,False,False,True,False
17,000026,飞亚达,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,16.34,16.144,16.958,True,False,False,True,21.78,-24.977043158861346,False,41.01777246347206,-1.074726254164176,-1.1440825688575167,0.13871262938668139,True,False,False,False,2026-07-31,2.0,19.421372828087314,20.90852967499872,16.4470591342645,False,False,,,False,156833.0,75787.0,2.069391848206157,True,250479700.0,4.3,58.25109302325581,4.010184595798849,5.5378739656269955,-3.6442976766127995,3.4482758620690923,96.5517241379309,True,27.67,False,False,False,False,False,False
18,000027,深圳能源,D 水电煤气,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,6.52,6.5,6.3,True,True,True,True,6.61,-1.3615733736762594,False,53.04381374705255,-0.009286241309093946,-0.06581150993911654,0.11305053726004519,True,False,False,False,2026-07-15,14.0,25.054848678289513,23.10874726346306,28.94705150794242,False,False,,,False,232132.0,264439.4,0.8778268291336313,False,151851300.0,0.49,309.90061224489796,-1.062215477996964,2.124430955993939,3.492063492063488,28.57142857142848,7.142857142856962,False,8.29,False,False,False,False,False,False
19,000028,国药一致,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,20.83,20.944,20.715,False,True,True,True,22.08,-5.661231884057971,False,52.95411004854636,0.1402504866108778,0.10999795181235648,0.06050506959704263,True,False,False,False,2026-07-30,3.0,39.932785427629,38.36843386198657,43.061488558913865,False,False,,,False,27249.0,28025.2,0.9723034982801193,False,57081000.0,0.52,109.77115384615385,-1.2796208530805875,1.8009478672985901,0.5551532705768691,21.052631578947715,5.263157894736695,False,22.08,False,True,False,True,True,False
20,000029,深深房Ａ,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,21.57,20.380000000000003,20.8595,True,True,False,True,24.56,-12.174267100977193,False,51.070810506868874,-0.8328704638776365,-1.0425007831876174,0.41926063861996177,True,False,False,False,2026-07-31,2.0,17.40672162620494,16.08226843638131,20.055628005852206,True,False,,,False,58844.0,71382.6,0.824346549439219,False,125025300.0,0.66,189.43227272727273,5.425219941348969,7.135874877810365,3.4061219108799334,18.493150684931468,81.50684931506854,True,31.08,False,False,False,False,True,False
21,000030,富奥股份,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,4.31,4.298,4.153,True,True,True,True,4.38,-1.5981735159817416,False,57.55297506941346,0.038368160547637586,0.006414646298860165,0.06390702849755484,True,False,False,False,,,26.539268697642978,24.221116267770665,31.1755735573876,False,False,,,False,104996.0,101664.0,1.0327746301542335,False,45392400.0,0.63,72.05142857142857,-1.3729977116704872,1.8306636155606424,3.7803997110522527,12.499999999999723,12.499999999999723,False,4.98,False,False,False,False,False,False
22,000031,大悦城,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,2.24,2.222,2.1475,True,True,True,True,2.29,-2.18340611353711,False,52.92935709432802,-0.018577329121519437,-0.05013791067664074,0.0631211631102426,True,False,False,False,2026-07-08,19.0,16.674026786651464,13.553758430318629,22.91456349931713,False,False,2026-07-27,6.0,True,298189.0,306965.6,0.971408522648792,False,66728900.0,0.7,95.327,-1.754385964912264,3.0701754385964843,4.307334109429581,28.571428571428665,28.571428571428665,False,3.17,False,False,False,True,False,False
23,000032,深桑达Ａ,E 建筑业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,13.92,13.291999999999998,16.3285,True,False,False,False,23.5,-40.76595744680851,False,38.16734713594558,-1.91610215936924,-1.7027465372535087,-0.42671124423146267,False,True,False,False,,,7.5501856830912715,6.815918990470418,9.01871906833298,True,False,2026-08-04,0.0,True,556675.0,626699.8,0.8882642056052993,False,765824200.0,4.58,167.21052401746726,6.0975609756097615,6.7835365853658445,-14.750283247083312,20.224719101123593,79.77528089887642,True,27.19,False,False,False,False,False,True
24,000034,神州数码,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,24.9,24.306,26.216500000000003,True,False,False,False,30.58,-18.574231523871813,False,45.91921820244142,-0.5997341561827767,-0.3249602646030221,-0.5495477831595093,False,True,False,False,,,27.825894489029206,32.12297287333362,19.23173772042037,False,False,,,False,434731.0,486442.8,0.8936939759412618,False,1075821700.0,5.12,210.12142578125,4.271356783919589,3.6850921273031787,-5.021646672896858,17.04545454545481,82.9545454545452,True,31.34,False,False,False,False,False,False
25,000035,中国天楹,N 公共环保,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,5.02,5.038,4.664,False,True,True,True,5.18,-3.0888030888030915,False,56.092170986373965,0.016201605102885708,-0.08202213939591989,0.1964474889976112,True,False,False,False,,,21.372003141156437,17.92742410306784,28.26116121733363,False,False,2026-07-23,8.0,True,432934.0,474547.0,0.912310055695221,False,218958200.0,1.87,117.08994652406416,-2.5242718446602086,3.4951456310679556,7.632933104631216,16.666666666666337,11.11111111111089,False,6.72,False,False,False,False,False,False
26,000036,华联控股,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,4.1,3.9859999999999998,4.1290000000000004,True,False,False,True,4.97,-17.50503018108652,False,45.30275890575542,-0.1709859497276005,-0.1954401846561951,0.04890846985718916,True,False,False,False,2026-07-31,2.0,10.663865779887784,9.763743436888385,12.46411046588658,True,False,2026-08-04,0.0,True,208633.0,278887.2,0.748090984455364,False,85462500.0,1.49,57.35738255033557,1.2345679012345734,3.7037037037037126,-0.7023492371034342,40.000000000000234,39.999999999999645,False,6.43,False,False,False,False,True,False
27,000037,深南电A,D 水电煤气,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,10.1,9.522,9.103,True,True,True,True,10.7,-5.607476635514016,False,57.36212345914376,0.043303577041037045,-0.09772258014229772,0.28205231436666955,True,False,False,False,2026-07-16,13.0,34.22615174408353,29.667734283870725,43.34298666450915,False,False,,,False,630837.0,264487.6,2.385128830236276,True,639287300.0,18.61,34.3518162278345,0.1984126984126977,4.861111111111096,10.9524332637592,51.02040816326547,28.571428571428413,False,12.91,False,False,False,False,False,True
28,000039,中集集团,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,8.6,8.684,8.138,False,True,True,True,8.91,-3.4792368125701514,False,53.071088579014955,-0.011233972251282864,-0.16117077082111436,0.299873597139663,True,False,False,False,,,19.789346441328473,18.0033877660842,23.361263791817017,False,False,,,False,302468.0,412321.4,0.7335733726166044,False,260998300.00000003,1.31,199.2353435114504,-1.7142857142857237,3.885714285714284,5.677070533300562,14.70588235294139,29.41176470588226,False,13.35,False,False,False,False,True,False
29,000042,中洲控股,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,8.23,8.122,7.9435,True,True,True,True,8.62,-4.524361948955903,False,51.8655747004885,-0.09688181243676475,-0.1851452608126283,0.1765268967517271,True,False,False,False,2026-07-14,15.0,26.681553623867327,24.185473632061175,31.673713607479627,False,False,,,False,52376.0,48661.0,1.0763445058671215,False,42973700.0,0.79,54.39708860759494,1.3546798029556717,2.216748768472903,3.6067224774973274,27.777777777777228,72.22222222222277,True,10.49,False,True,False,False,True,False
30,000045,深纺织Ａ,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,9.85,9.668,9.297,True,True,True,False,9.96,-1.1044176706827429,False,53.68296795042961,-0.13501686576150007,-0.2948866244538615,0.31973951738472284,True,False,False,False,2026-07-27,6.0,18.58623096044202,15.567101856258523,24.62448916880901,False,False,2026-07-23,8.0,True,64981.0,118451.2,0.5485887859304085,False,63550900.0,1.42,44.75415492957747,0.8188331627430934,1.5353121801432996,5.948155318920071,0.0,100.0,True,12.75,False,False,False,False,False,False
31,000048,京基智农,A 农林牧渔,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,19.82,18.372,19.8325,True,False,False,True,26.38,-24.867323730098555,False,52.264977528577795,-0.37284929794723,-0.19627148537464936,-0.35315562514516124,False,True,False,False,,,45.17963116184578,43.63217426525427,48.274544955028816,True,False,,,False,144632.0,180004.4,0.8034914702085061,False,281456700.0,2.73,103.0976923076923,9.98890122086571,9.87791342952276,-0.06302785831337093,0.0,100.0,True,26.38,False,False,False,False,False,True
32,000049,德赛电池,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,24.82,24.631999999999998,24.219,True,True,True,True,25.35,-2.09072978303748,False,53.93595897424885,0.08315816764798711,-0.021928480738186002,0.21017329677234622,True,False,False,False,,,25.99115445072125,24.286880283655893,29.39970278485196,False,False,,,False,68810.0,88520.0,0.7773384545865342,False,170491900.0,1.79,95.24687150837988,0.12101653892699904,2.137958854376755,2.48152277137784,43.39622641509395,37.73584905660381,False,28.77,False,False,False,False,True,False
33,000050,深天马Ａ,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,6.58,6.5200000000000005,6.697,True,False,False,True,8.79,-25.142207053469846,False,39.93364679340757,-0.48309531222444946,-0.5489322538716609,0.13167388329442287,True,False,False,False,2026-07-31,2.0,9.29399582768447,7.982175894105782,11.917635694841843,False,False,2026-07-29,4.0,True,270265.0,338677.2,0.7980017550635236,False,178087100.0,1.11,160.4388288288288,0.7656967840734996,1.8376722817764182,-1.7470509183216365,49.99999999999963,50.00000000000037,False,10.99,False,False,False,False,True,False
34,000055,方大集团,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,3.44,3.414,3.3064999999999998,True,True,True,True,3.49,-1.432664756446999,False,53.77108305132393,-0.006678874917159128,-0.04014897524999828,0.06694020066567831,True,False,False,False,2026-07-15,14.0,21.473338948314534,18.112355521460184,28.195305802023235,False,False,2026-07-27,6.0,True,88801.0,96663.4,0.9186620789254258,False,30699200.0,1.31,23.43450381679389,-1.1494252873563204,2.5862068965517198,4.037501890216246,33.33333333333317,11.11111111111089,False,4.44,False,False,False,False,False,False
35,000056,*ST皇庭,L 商务服务,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,1.9,1.892,1.938,True,False,False,True,2.37,-19.83122362869199,False,48.7087183122611,-0.018618735107333695,-0.01284550819903451,-0.01154645381659837,False,True,False,False,,,55.15244425545263,54.26236970123787,56.93259336388215,False,False,,,False,187024.0,140797.4,1.3283199831815076,False,35312100.0,2.07,17.058985507246376,-1.041666666666663,4.687499999999993,-1.960784313725492,22.22222222222228,77.77777777777773,True,2.42,False,True,False,False,True,False
36,000058,深 赛 格,L 商务服务,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,6.93,6.7459999999999996,6.2620000000000005,True,True,True,True,7.17,-3.347280334728037,False,64.8992060860231,0.07960700786566921,-0.053618683018363825,0.26645138176806604,True,False,False,False,,,32.66881064884233,24.579799845442498,48.84683225564199,False,False,2026-07-27,6.0,True,127378.0,122906.6,1.0363804710243387,False,88969400.0,1.29,68.96852713178295,-1.980198019801993,3.253182461103247,10.667518364739687,17.391304347826136,13.043478260869312,False,8.56,False,False,False,False,False,False
37,000059,华锦股份,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,4.55,4.618,4.4405,False,True,True,False,4.69,-2.9850746268656834,False,55.233593330869354,0.09132128924862748,0.07221517560774135,0.03821222728177226,True,False,False,False,,,43.12473322142196,41.342167092552344,46.6898654791612,False,False,,,False,193254.0,231890.4,0.8333850819180095,False,88379400.0,1.21,73.04082644628099,-1.7278617710583144,2.3758099352051714,2.465938520436881,9.090909090908944,18.18181818181789,False,5.23,False,False,False,False,True,False
38,000060,中金岭南,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,6.45,6.326,6.281499999999999,True,True,True,True,7.16,-9.916201117318435,False,47.40100898191319,-0.2121631037949383,-0.2764559631782948,0.128585718766713,True,False,False,False,2026-07-27,6.0,18.271116892827067,18.031378049358565,18.75059457976407,True,False,2026-08-04,0.0,True,1034746.0,904341.8,1.1441979127803226,False,665192200.0,2.33,285.49021459227464,1.5748031496063186,2.204724409448828,2.6824802992915826,21.42857142857152,78.57142857142848,True,8.86,False,False,False,False,False,False
39,000061,农 产 品,L 商务服务,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,6.05,5.974,5.734,True,True,True,True,6.12,-1.1437908496732072,False,59.736979011164394,0.037137838193056716,-0.02959522971516564,0.1334661358164447,True,False,False,False,,,25.466086400997266,20.726470659488726,34.945317884014344,False,False,2026-07-28,5.0,True,175587.0,196701.4,0.8926576018269317,False,106963600.0,0.98,109.14653061224489,-0.9819967266775809,1.800327332242231,5.51098709452389,36.363636363636296,0.0,False,7.39,False,False,False,False,False,False
40,000062,深圳华强,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,22.6,21.738,24.446,True,False,False,True,34.2,-33.918128654970765,False,38.64743572102042,-2.313186608063102,-2.4060210909586743,0.18566896579114456,True,False,True,False,,,7.35084078237491,6.458710169648033,9.135102007828662,True,False,2026-08-04,0.0,True,269269.0,224684.6,1.198431045118357,False,604672500.0,2.58,234.3691860465116,2.6339691189827485,2.8156221616712123,-7.551337642150045,16.129032258064147,83.87096774193586,True,39.5,False,False,False,False,True,False
41,000063,中兴通讯,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,34.37,33.916,36.1435,True,False,False,True,42.59,-19.300305235970896,False,45.266708798009205,-0.8445913765376645,-0.6301085501730854,-0.4289656527291581,False,True,False,False,,,24.49251739764176,25.953916232100312,21.56971972872465,False,False,,,False,1207417.0,1210381.8,0.9975505249665849,False,4144218500.0,3.0,1381.4061666666666,1.0288065843621297,1.2933568489123977,-4.906829720420007,38.63636363636422,61.36363636363578,False,42.59,False,False,False,False,True,False
42,000065,北方国际,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,9.24,9.256,9.013,False,True,True,True,9.52,-2.941176470588229,False,43.66717410271103,-0.31588861504589616,-0.4597934873601548,0.2878097446285173,True,False,False,False,2026-07-20,11.0,9.933973195051687,9.382990305729395,11.035938973696272,False,False,,,False,214979.0,181942.2,1.1815785452742684,False,198011500.0,2.02,98.02549504950495,0.2169197396963085,2.277657266811289,2.5185842671696475,38.095238095237974,61.904761904762026,False,13.17,False,True,False,True,True,False
43,000066,中国长城,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,14.3,13.782,15.672,True,False,False,False,20.4,-29.90196078431372,False,40.50095307623286,-1.0863350238517953,-0.9904928013418952,-0.1916844450198001,False,True,False,False,,,6.5921684556931055,6.609430224649084,6.557644917781149,False,False,,,False,1155462.0,1220779.6,0.9464951740674565,False,1635494800.0,3.58,456.8421229050279,3.3984092552422407,3.6876355748373086,-8.754466564573761,7.843137254901797,92.1568627450982,True,25.74,False,True,False,False,True,False
44,000068,华控赛格,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,2.88,2.8,2.701,True,True,True,True,2.9,-0.6896551724137937,False,54.04325961188974,-0.0450324791469332,-0.0924066480611344,0.09474833782840239,True,False,False,False,2026-07-24,7.0,19.958559937037588,16.10857744281248,27.658524925487804,False,False,2026-07-23,8.0,True,111620.0,130639.8,0.8544103711120195,False,32251700.0,1.11,29.055585585585586,-0.6896551724137945,2.0689655172413812,6.6271751203257985,33.33333333333333,33.33333333333333,False,4.22,False,False,False,False,False,False
45,000069,华侨城Ａ,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,1.77,1.762,1.6915,True,True,True,True,1.82,-2.7472527472527495,False,55.031638776525455,0.0034804711045175463,-0.018450618931604504,0.0438621800722441,True,False,False,False,,,25.38444606561896,20.96755693974573,34.21822431736542,False,False,2026-07-28,5.0,True,495650.0,548951.4,0.9029032442580527,False,88236400.0,0.72,122.55055555555555,-2.7472527472527486,3.8461538461538494,4.640851315400533,14.285714285714285,14.285714285714285,False,2.31,False,False,False,False,False,False
46,000070,特发信息,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,13.51,12.815999999999999,14.373500000000002,True,False,False,True,18.94,-28.669482576557552,False,40.69177467326901,-1.5242109753605106,-1.5950877454930457,0.14175354026507003,True,False,True,False,,,10.283263327726639,9.80419473288442,11.241400517411076,True,False,2026-08-04,0.0,True,493930.0,441760.4,1.1180947862234822,False,662366100.0,5.77,114.79481802426344,4.00307929176289,3.6951501154734445,-6.00758340000697,16.666666666666664,83.33333333333334,True,26.05,False,False,False,False,False,False
47,000078,ST海王,F 批发零售,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-04,1.67,1.638,1.797,True,False,False,False,2.3,-27.391304347826086,False,48.12002966612327,-0.03451688751487825,-0.0218726754317271,-0.025288424166302295,False,True,False,False,,,13.689002813401745,13.65612165516354,13.754765129878155,True,False,2026-08-04,0.0,True,841069.0,938165.8,0.8965035817762702,False,140980600.0,3.2,44.0564375,0.0,4.19161676646707,-7.0673344462993875,42.857142857142854,28.57142857142857,False,2.59,False,False,False,False,False,False
