序号,股票代码,股票名称,所属行业,数据来源,缓存命中,数据日期,收盘价,MA5,MA20,站上MA5,站上MA20,MA5高于MA20,MA5上行,前20日平台最高价,平台突破幅度（%）,收盘突破前20日平台,RSI14,MACD_DIF,MACD_DEA,MACD柱,MACD多头,MACD空头,MACD金叉,MACD死叉,最近MACD金叉日期,最近MACD金叉距今交易日数,"KDJ_K(89,3,3)","KDJ_D(89,3,3)","KDJ_J(89,3,3)",KDJ金叉,KDJ死叉,最近KDJ健康金叉日期,最近KDJ健康金叉距今交易日数（0=当日）,KDJ金叉且状态良好,当日成交量,5日均量,量比,放量,当日成交额,换手率,估算流通市值（亿元）,当日涨跌幅,振幅,BIAS20,上影线比例,收盘日内位置（%）,收盘位于日内高位,60日最高价,触及60日高点压力,近3日十字星,近3日倒T字星,近3日吊颈线,近3日长上影阳线,近3日极端大阳线
1,000001,平安银行,J 金融业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,11.62,11.468,10.953,True,True,True,True,11.63,-0.08598452278591197,False,74.65935762263865,0.25366194368919004,0.16880895855053768,0.16970597027730472,True,False,False,False,2026-07-08,18.0,96.00224474689715,91.36685965185164,105.27301493698818,False,False,,,False,1060851.0,1666381.6,0.6366194873971244,False,1229339800.0,0.55,2235.1632727272727,-0.08598452278590907,1.2037833190025844,6.08965580206336,28.571428571429113,71.42857142857089,True,11.63,True,False,False,False,False,False
2,000002,万 科Ａ,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,3.36,3.2920000000000003,3.146,True,True,True,True,3.4,-1.176470588235295,False,62.116475467451785,0.040499213234250764,0.004461474032361263,0.07207547840377901,True,False,False,False,,,30.48755634759659,23.899896032359774,43.66287697807022,False,False,2026-07-27,5.0,True,1321451.0,1512161.6,0.8738821300580573,False,440307500.0,1.36,323.7555147058823,0.5988023952095745,2.0958083832335284,6.8022886204704385,0.0,100.0,True,4.16,False,False,False,False,False,False
3,000006,深振业Ａ,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,6.62,6.489999999999999,6.419499999999999,True,True,True,True,7.42,-10.781671159029647,False,47.09339217337055,-0.293467462425296,-0.41263740795378845,0.23833989105698494,True,False,False,False,2026-07-27,5.0,15.669573352327001,13.233863729167465,20.540992598646074,False,False,2026-07-21,9.0,True,165069.0,266070.6,0.620395489016825,False,108294200.0,1.22,88.76573770491804,1.533742331288357,2.453987730061338,3.1232962068697065,12.499999999999792,87.50000000000021,True,11.25,False,False,False,False,False,False
4,000007,全新好,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,9.17,9.052000000000001,9.739,True,False,False,False,13.5,-32.074074074074076,False,36.58125299425798,-0.8172875940314253,-0.874087029674737,0.11359887128662338,True,False,False,False,2026-07-31,1.0,9.83588825387687,9.403762140101358,10.700140481427894,False,False,2026-07-31,1.0,True,61724.0,86599.6,0.7127515600533951,False,56144799.99999999,1.78,31.542022471910105,-0.5422993492407935,3.14533622559652,-5.842488961905748,41.37931034482744,58.62068965517256,False,17.79,False,True,False,False,True,False
5,000008,神州高铁,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,2.44,2.376,2.3625,True,True,True,True,2.86,-14.685314685314681,False,54.09504577408105,-0.02567956390371373,-0.04282811813122024,0.03429710845501302,True,False,False,False,2026-07-28,4.0,14.746009969318521,12.760449658693531,18.7171305905685,False,False,2026-07-28,4.0,True,451814.0,246280.0,1.8345541659899303,True,109609900.0,1.66,66.03006024096386,2.9535864978902815,2.9535864978903072,3.280423280423286,14.285714285714556,85.71428571428544,True,2.87,False,False,False,False,False,False
6,000009,中国宝安,J 金融业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,7.88,7.138000000000001,6.39,True,True,True,True,7.87,0.12706480304955256,True,77.0963467566167,0.17577832891334477,-0.0610536781969005,0.47366401422049054,True,False,False,False,,,40.48090762357892,25.862146351603688,69.71843016752939,False,False,2026-07-27,5.0,True,1157228.0,579299.2,1.9976343830614647,True,912477200.0,4.49,203.22432071269486,0.12706480304955914,5.33672172808132,23.317683881064166,40.47619047619047,35.714285714285595,False,8.8,False,False,False,False,False,True
7,000010,*ST美丽,E 建筑业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,1.66,1.552,1.627,True,True,False,True,1.96,-15.306122448979595,False,47.8722336316713,-0.11118635937369703,-0.13889353518112957,0.055414351614865076,True,False,False,False,2026-07-29,3.0,5.320286856991569,3.728289777759329,8.504281015456048,False,False,2026-07-28,4.0,True,203212.0,199175.0,1.0202686080080332,False,32925300.000000004,2.33,14.131030042918455,5.063291139240489,5.063291139240497,2.0282728948985813,0.0,100.0,True,2.86,False,False,False,False,True,False
8,000011,深物业A,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,7.94,7.848000000000001,7.0655,True,True,True,False,9.09,-12.651265126512644,False,62.7547898464779,0.2903449145179122,0.15194780217938345,0.27679422467705755,True,False,False,False,2026-07-15,13.0,57.63119930663691,52.06703624965115,68.75952542060841,False,False,,,False,118610.0,388573.8,0.30524446064042404,False,94651600.0,2.25,42.06737777777778,0.0,3.400503778337537,12.377043379803274,44.444444444444734,25.925925925925984,False,9.09,False,True,False,False,True,False
9,000012,南 玻Ａ,C 制造业,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,3.97,3.91,3.9165,True,True,False,True,5.04,-21.230158730158728,False,47.03582996797039,-0.12326280098350217,-0.1470707360887942,0.047615870210584055,True,False,False,False,2026-07-30,2.0,17.45970177467596,15.255110202888067,21.86888491825174,False,False,2026-07-29,3.0,True,211401.0,267104.4,0.7914545773113434,False,83511700.0,1.08,77.32564814814815,1.0178117048346147,1.781170483460567,1.3660155751308591,0.0,100.0,True,5.41,False,False,False,False,False,False
10,000014,沙河股份,K 房地产,腾讯前复权日K回退（成交额、换手率已提供）,False,2026-08-03,10.19,9.972,9.2785,True,True,True,True,10.5,-2.952380952380957,False,59.95880208497589,0.037978396026574046,-0.1554393884617538,0.3868355689766557,True,False,False,False,,,21.81458828809456,17.605102959057778,30.233558946168124,False,False,2026-07-27,5.0,True,73095.0,109317.2,0.6686504959878226,False,73843600.0,3.02,24.451523178807946,1.696606786427135,3.692614770459092,9.823786172333893,29.729729729729975,70.27027027027002,True,13.32,False,True,False,False,True,False
